hotel_id,price,offer,offer_cat,year,month,weekend,holiday,nnights,scarce_room,city,distance,stars,rating,country,city_actual,rating_reviewcount,center1label,center2label,neighbourhood,ratingta,ratingta_count,distance_alter,accommodation_type
7164,131,0,0% no offer,2017,11,0,0,1,0,London,6.5,3,4,United Kingdom,London,161,City centre,Wimbledon Park Underground Station,Blackheath,4,1669,9.3,Hotel
7169,253,1,50%-75% offer,2017,11,0,0,1,1,London,0.8,4,3.9,United Kingdom,London,557,City centre,Wimbledon Park Underground Station,Bloomsbury,4,1019,6.5,Hotel
7170,160,1,1-15% offer,2017,11,0,0,1,0,London,0.7,3,2.7,United Kingdom,London,201,City centre,Wimbledon Park Underground Station,Bloomsbury,2.5,507,6.5,Hotel
7171,223,1,15-50% offer,2017,11,0,0,1,0,London,0.9,3,3.5,United Kingdom,London,107,City centre,Wimbledon Park Underground Station,Bloomsbury,4,1070,6.8,Hotel
7172,241,1,15-50% offer,2017,11,0,0,1,1,London,0.9,3.5,4,United Kingdom,London,361,City centre,Wimbledon Park Underground Station,Bloomsbury,4,359,6.6,Hotel
7173,287,1,15-50% offer,2017,11,0,0,1,0,London,0.9,4,4.1,United Kingdom,London,596,City centre,Wimbledon Park Underground Station,Bloomsbury,4,2153,6.8,Hotel
7174,366,1,1-15% offer,2017,11,0,0,1,1,London,0.9,4,4.6,United Kingdom,London,287,City centre,Wimbledon Park Underground Station,Bloomsbury,5,4284,6.7,Hotel
7175,328,1,15-50% offer,2017,11,0,0,1,1,London,0.7,4,4.5,United Kingdom,London,359,City centre,Wimbledon Park Underground Station,Bloomsbury,4.5,3332,6.5,Hotel
7182,222,1,15-50% offer,2017,11,0,0,1,0,London,0.9,4,3.7,United Kingdom,London,228,City centre,Wimbledon Park Underground Station,Bloomsbury,3.5,800,6.6,Hotel
7184,185,1,15-50% offer,2017,11,0,0,1,1,London,0.7,3.5,4,United Kingdom,London,182,City centre,Wimbledon Park Underground Station,Bloomsbury,4.5,566,6.5,Hotel
7195,199,0,0% no offer,2017,11,0,0,1,0,London,0.9,3,3.7,United Kingdom,London,158,City centre,Wimbledon Park Underground Station,Bloomsbury,3.5,342,6.7,Hotel
7197,137,0,0% no offer,2017,11,0,0,1,1,London,1.2,4,3,United Kingdom,London,50,City centre,Wimbledon Park Underground Station,Bloomsbury,2.5,91,7,Hotel
7198,193,1,15-50% offer,2017,11,0,0,1,0,London,1.3,3,3.2,United Kingdom,London,289,City centre,Wimbledon Park Underground Station,Bloomsbury,3.5,643,7.1,Hotel
7202,159,1,15-50% offer,2017,11,0,0,1,1,London,1.3,3,3.2,United Kingdom,London,127,City centre,Wimbledon Park Underground Station,Bloomsbury,3,152,7.1,Hotel
7208,166,1,15-50% offer,2017,11,0,0,1,1,London,1,3,3.9,United Kingdom,London,349,City centre,Wimbledon Park Underground Station,Bloomsbury,3.5,357,6.7,Hotel
7210,201,1,1-15% offer,2017,11,0,0,1,1,London,1,3,4.3,United Kingdom,London,302,City centre,Wimbledon Park Underground Station,Bloomsbury,4.5,1802,6.7,Hotel
7211,303,0,0% no offer,2017,11,0,0,1,0,London,0.7,4,4.3,United Kingdom,London,371,City centre,Wimbledon Park Underground Station,Bloomsbury,4,2982,6.5,Hotel
7212,300,1,15-50% offer,2017,11,0,0,1,0,London,0.9,4,4,United Kingdom,London,732,City centre,Wimbledon Park Underground Station,Bloomsbury,4,3174,6.8,Hotel
7214,320,1,15-50% offer,2017,11,0,0,1,0,London,0.7,4,4,United Kingdom,London,655,City centre,Wimbledon Park Underground Station,Bloomsbury,4,2908,6.5,Hotel
7215,317,1,15-50% offer,2017,11,0,0,1,0,London,0.7,4,4.1,United Kingdom,London,275,City centre,Wimbledon Park Underground Station,Bloomsbury,4.5,2338,6.6,Hotel
7216,283,1,1-15% offer,2017,11,0,0,1,0,London,1.2,3.5,4,United Kingdom,London,423,City centre,Wimbledon Park Underground Station,Bloomsbury,4,2768,7,Hotel
7222,75,1,75%+ offer,2017,11,0,0,1,0,London,2.8,3,3.5,United Kingdom,London,177,City centre,Wimbledon Park Underground Station,Camden Town,3,425,8.4,Hotel
7223,92,1,15-50% offer,2017,11,0,0,1,0,London,2.8,3,3.2,United Kingdom,London,134,City centre,Wimbledon Park Underground Station,Camden Town,3,59,8.4,Hotel
7225,248,1,15-50% offer,2017,11,0,0,1,0,London,2.4,4,4.4,United Kingdom,London,552,City centre,Wimbledon Park Underground Station,Camden Town,4.5,1636,7.7,Hotel
7238,294,0,0% no offer,2017,11,0,0,1,0,London,4.5,4,4.6,United Kingdom,London,130,City centre,Wimbledon Park Underground Station,Canary Wharf,4.5,400,8.9,Hotel
7247,251,1,50%-75% offer,2017,11,0,0,1,0,London,4.7,4,4.5,United Kingdom,London,715,City centre,Wimbledon Park Underground Station,Canary Wharf,4.5,3583,9,Hotel
7254,206,1,1-15% offer,2017,11,0,0,1,1,London,1.4,3,3.7,United Kingdom,London,86,City centre,Wimbledon Park Underground Station,Chelsea,3.5,125,4.7,Hotel
7257,241,1,15-50% offer,2017,11,0,0,1,0,London,2.1,4,3.7,United Kingdom,London,189,City centre,Wimbledon Park Underground Station,Chelsea,4,626,4.2,Hotel
7258,257,1,15-50% offer,2017,11,0,0,1,1,London,1.6,4,4,United Kingdom,London,249,City centre,Wimbledon Park Underground Station,Chelsea,4.5,1190,4.4,Hotel
7270,358,1,15-50% offer,2017,11,0,0,1,1,London,0.3,3.5,4.4,United Kingdom,London,5,City centre,Wimbledon Park Underground Station,Covent Garden,4.5,59,6.2,Hotel
7272,429,1,15-50% offer,2017,11,0,0,1,1,London,0.5,4,4.6,United Kingdom,London,76,City centre,Wimbledon Park Underground Station,Covent Garden,5,179,6.4,Hotel
7274,313,1,15-50% offer,2017,11,0,0,1,0,London,0.7,4,4.3,United Kingdom,London,751,City centre,Wimbledon Park Underground Station,Covent Garden,4,3365,6.6,Hotel
7275,326,1,15-50% offer,2017,11,0,0,1,0,London,0.5,4,4,United Kingdom,London,662,City centre,Wimbledon Park Underground Station,Covent Garden,4,4276,6.4,Hotel
7288,131,1,1-15% offer,2017,11,0,0,1,1,London,2.8,3,3,United Kingdom,London,508,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,2.5,609,4.2,Hotel
7289,195,1,15-50% offer,2017,11,0,0,1,0,London,3.1,4,4.3,United Kingdom,London,1097,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4.5,3320,4,Hotel
7292,197,0,0% no offer,2017,11,0,0,1,0,London,2.7,3.5,3.9,United Kingdom,London,226,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4,429,4.1,Hotel
7293,267,1,15-50% offer,2017,11,0,0,1,0,London,2.6,4,3.7,United Kingdom,London,142,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4,811,4,Hotel
7294,113,0,0% no offer,2017,11,0,0,1,1,London,3.1,3,3.7,United Kingdom,London,340,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,3.5,468,4,Hotel
7295,128,1,15-50% offer,2017,11,0,0,1,0,London,3,3.5,3.2,United Kingdom,London,320,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,3,1075,3.9,Hotel
7296,200,1,15-50% offer,2017,11,0,0,1,1,London,2.7,4,4.4,United Kingdom,London,544,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4.5,981,4.2,Hotel
7297,205,1,15-50% offer,2017,11,0,0,1,0,London,2.7,4,4,United Kingdom,London,1121,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4,2182,4.2,Hotel
7299,68,1,50%-75% offer,2017,11,0,0,1,1,London,2.7,3,2.7,United Kingdom,London,403,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,2.5,981,4.2,Hotel
7302,317,1,15-50% offer,2017,11,0,0,1,0,London,2.8,4,4,United Kingdom,London,196,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4,1608,4.2,Hotel
7303,169,1,15-50% offer,2017,11,0,0,1,1,London,3.2,3,3.4,United Kingdom,London,146,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,3,201,3.7,Hotel
7304,133,0,0% no offer,2017,11,0,0,1,0,London,3,3,3.7,United Kingdom,London,306,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,3.5,450,3.9,Hotel
7306,100,1,75%+ offer,2017,11,0,0,1,1,London,2.8,3,3,United Kingdom,London,523,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,2.5,1307,4.1,Hotel
7307,81,1,50%-75% offer,2017,11,0,0,1,0,London,3.1,3,2.5,United Kingdom,London,556,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,2.5,1353,3.9,Hotel
7309,116,1,15-50% offer,2017,11,0,0,1,1,London,3.1,3,3.2,United Kingdom,London,469,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,3.5,743,4,Hotel
7310,152,0,0% no offer,2017,11,0,0,1,0,London,2.9,3,3.7,United Kingdom,London,196,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,3.5,1337,4,Hotel
7311,172,1,15-50% offer,2017,11,0,0,1,0,London,2.8,4,4.1,United Kingdom,London,754,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4.5,1456,4.2,Hotel
7313,126,1,15-50% offer,2017,11,0,0,1,1,London,3,3,4.3,United Kingdom,London,226,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4.5,179,4,Hotel
7314,183,1,15-50% offer,2017,11,0,0,1,0,London,2.8,4,3.5,United Kingdom,London,201,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,3.5,1566,4.2,Hotel
7317,146,1,15-50% offer,2017,11,0,0,1,1,London,3.1,4,4,United Kingdom,London,67,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4,745,3.9,Hotel
7323,140,1,50%-75% offer,2017,11,0,0,1,0,London,2.9,4,4.5,United Kingdom,London,570,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4.5,3810,4.1,Hotel
7328,136,1,1-15% offer,2017,11,0,0,1,0,London,3.1,3.5,3.9,United Kingdom,London,483,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4,343,3.9,Hotel
7331,186,1,1-15% offer,2017,11,0,0,1,1,London,2.9,4,4,United Kingdom,London,229,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4,536,4,Hotel
7334,128,1,1-15% offer,2017,11,0,0,1,1,London,3.1,3,3.5,United Kingdom,London,180,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,3,419,4,Hotel
7337,220,1,50%-75% offer,2017,11,0,0,1,0,London,2.9,4,4.5,United Kingdom,London,679,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4.5,1869,4,Hotel
7340,123,1,15-50% offer,2017,11,0,0,1,1,London,2.9,3,2.9,United Kingdom,London,135,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,3,337,4,Hotel
7341,101,0,0% no offer,2017,11,0,0,1,1,London,2.7,3.5,3.4,United Kingdom,London,47,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,3,1068,4,Hotel
7343,119,1,15-50% offer,2017,11,0,0,1,0,London,2.9,3,3.7,United Kingdom,London,145,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4,293,4.1,Hotel
7346,68,1,15-50% offer,2017,11,0,0,1,1,London,3.1,3,3.2,United Kingdom,London,433,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,3,308,4,Hotel
7349,113,1,15-50% offer,2017,11,0,0,1,1,London,3,3.5,3.5,United Kingdom,London,195,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4,659,4,Hotel
7354,221,1,15-50% offer,2017,11,0,0,1,1,London,2.9,3.5,4.5,United Kingdom,London,74,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,4.5,268,4.1,Hotel
7357,178,1,15-50% offer,2017,11,0,0,1,0,London,2.6,4,4,United Kingdom,London,1144,City centre,Wimbledon Park Underground Station,Earl\u0027s Court,3.5,4174,4.1,Hotel
7361,277,0,0% no offer,2017,11,0,0,1,0,London,1.2,4,4,United Kingdom,London,992,City centre,Wimbledon Park Underground Station,Euston,4,4678,6.7,Hotel
7365,116,1,15-50% offer,2017,11,0,0,1,1,London,1.2,3,2.2,United Kingdom,London,142,City centre,Wimbledon Park Underground Station,Euston,2,224,6.7,Hotel
7370,221,1,1-15% offer,2017,11,0,0,1,0,London,4.1,4,4,United Kingdom,London,1094,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,4,3821,4.1,Hotel
7371,99,1,15-50% offer,2017,11,0,0,1,1,London,4.1,3,3.4,United Kingdom,London,191,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,3.5,478,4.5,Hotel
7374,97,1,15-50% offer,2017,11,0,0,1,1,London,4.1,3,3.4,United Kingdom,London,74,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,3,69,4.5,Hotel
7376,115,1,1-15% offer,2017,11,0,0,1,1,London,4.1,3,2.7,United Kingdom,London,154,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,3,167,4.6,Hotel
7378,113,1,15-50% offer,2017,11,0,0,1,1,London,4.1,3,2.9,United Kingdom,London,225,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,2.5,253,4.5,Hotel
7379,207,1,15-50% offer,2017,11,0,0,1,0,London,4.6,3,4.3,United Kingdom,London,357,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,4,1109,4.2,Hotel
7380,216,1,15-50% offer,2017,11,0,0,1,0,London,4,4,4.5,United Kingdom,London,216,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,4.5,526,4.1,Hotel
7387,166,1,50%-75% offer,2017,11,0,0,1,1,London,4.4,3,4.3,United Kingdom,London,57,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,4.5,164,4.3,Hotel
7388,168,1,15-50% offer,2017,11,0,0,1,0,London,4,3,4.1,United Kingdom,London,511,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,4.5,1979,4.7,Hotel
7390,101,1,15-50% offer,2017,11,0,0,1,0,London,4.1,3,3.2,United Kingdom,London,156,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,3,299,4.7,Hotel
7393,121,0,0% no offer,2017,11,0,0,1,1,London,5.1,3.5,3.7,United Kingdom,London,189,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,3.5,208,4.5,Hotel
7395,113,1,1-15% offer,2017,11,0,0,1,0,London,3.3,3,3,United Kingdom,London,148,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,2.5,312,3.2,Hotel
7396,128,1,15-50% offer,2017,11,0,0,1,0,London,4.4,3,4,United Kingdom,London,285,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,4,726,4.3,Hotel
7398,101,1,15-50% offer,2017,11,0,0,1,1,London,4.1,3,3.4,United Kingdom,London,157,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,3,303,4.7,Hotel
7402,223,1,15-50% offer,2017,11,0,0,1,0,London,6.6,4,4.3,United Kingdom,London,616,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,4.5,670,5.2,Hotel
7403,108,1,1-15% offer,2017,11,0,0,1,1,London,4.1,3,2.9,United Kingdom,London,271,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,3,573,4.6,Hotel
7404,119,1,1-15% offer,2017,11,0,0,1,0,London,5.4,3,4,United Kingdom,London,295,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,4,827,4.6,Hotel
7406,102,0,0% no offer,2017,11,0,0,1,1,London,4.1,3,3,United Kingdom,London,3,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,3,30,4.5,Hotel
7408,199,0,0% no offer,2017,11,0,0,1,0,London,4.5,4,3.7,United Kingdom,London,451,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,3.5,702,4.2,Hotel
7414,206,0,0% no offer,2017,11,0,0,1,0,London,3.3,4,4.3,United Kingdom,London,656,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,4.5,1523,2.8,Hotel
7417,248,1,15-50% offer,2017,11,0,0,1,1,London,3.9,4,4,United Kingdom,London,571,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,4,3054,4.8,Hotel
7419,156,1,15-50% offer,2017,11,0,0,1,0,London,4.1,3,4.3,United Kingdom,London,446,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,4,520,2,Hotel
7420,167,1,50%-75% offer,2017,11,0,0,1,0,London,3.2,4,4,United Kingdom,London,642,City centre,Wimbledon Park Underground Station,Hammersmith and Fulham,4,2244,3.2,Hotel
7426,178,1,50%-75% offer,2017,11,0,0,1,0,London,3.6,3,4,United Kingdom,London,361,City centre,Wimbledon Park Underground Station,Hampstead,4,1159,7.9,Hotel
7427,156,1,15-50% offer,2017,11,0,0,1,0,London,3.2,3.5,3.7,United Kingdom,London,89,City centre,Wimbledon Park Underground Station,Hampstead,3.5,132,8.1,Hotel
7437,156,0,0% no offer,2017,11,0,0,1,0,London,3.2,3,4,United Kingdom,London,76,City centre,Wimbledon Park Underground Station,Hampstead,3.5,685,7.7,Hotel
7440,177,0,0% no offer,2017,11,0,0,1,0,London,3.7,3,4.1,United Kingdom,London,84,City centre,Wimbledon Park Underground Station,Hampstead,3.5,209,8,Hotel
7442,129,1,15-50% offer,2017,11,0,0,1,1,London,3.9,3.5,2.5,United Kingdom,London,43,City centre,Wimbledon Park Underground Station,Hampstead,3,61,8.4,Hotel
7447,129,1,1-15% offer,2017,11,0,0,1,0,London,3,3,2.7,United Kingdom,London,299,City centre,Wimbledon Park Underground Station,Hampstead,2.5,1054,7.8,Hotel
7482,229,1,15-50% offer,2017,11,0,0,1,0,London,2.5,4,4.5,United Kingdom,London,953,City centre,Wimbledon Park Underground Station,Kensington,4.5,2490,4.2,Hotel
7483,254,1,15-50% offer,2017,11,0,0,1,0,London,2.4,4,4,United Kingdom,London,895,City centre,Wimbledon Park Underground Station,Kensington,3.5,931,4.1,Hotel
7487,79,1,15-50% offer,2017,11,0,0,1,0,London,3.7,3,2.7,United Kingdom,London,267,City centre,Wimbledon Park Underground Station,Kensington,2.5,446,4.7,Hotel
7491,177,1,1-15% offer,2017,11,0,0,1,0,London,3,3,4,United Kingdom,London,285,City centre,Wimbledon Park Underground Station,Kensington,4,702,4.2,Hotel
7492,261,1,15-50% offer,2017,11,0,0,1,0,London,2.5,4,4.4,United Kingdom,London,859,City centre,Wimbledon Park Underground Station,Kensington,4.5,771,4.2,Hotel
7494,491,0,0% no offer,2017,11,0,0,1,1,London,2.3,4,4.8,United Kingdom,London,29,City centre,Wimbledon Park Underground Station,Kensington,4.5,438,4.2,Hotel
7495,116,1,15-50% offer,2017,11,0,0,1,1,London,3.7,3,3.9,United Kingdom,London,275,City centre,Wimbledon Park Underground Station,Kensington,4,1586,4,Hotel
7497,194,1,15-50% offer,2017,11,0,0,1,0,London,3.7,4,3.9,United Kingdom,London,1121,City centre,Wimbledon Park Underground Station,Kensington,3.5,4320,4.9,Hotel
7498,186,1,15-50% offer,2017,11,0,0,1,1,London,2.9,4,4.1,United Kingdom,London,248,City centre,Wimbledon Park Underground Station,Kensington,4,638,4.2,Hotel
7499,270,1,15-50% offer,2017,11,0,0,1,0,London,2.3,4,4.3,United Kingdom,London,281,City centre,Wimbledon Park Underground Station,Kensington,4.5,1568,4.6,Hotel
7505,176,0,0% no offer,2017,11,0,0,1,0,London,3,4,3.7,United Kingdom,London,223,City centre,Wimbledon Park Underground Station,Kensington,3.5,445,4.5,Hotel
7509,147,1,15-50% offer,2017,11,0,0,1,0,London,3.5,3,4,United Kingdom,London,963,City centre,Wimbledon Park Underground Station,Kensington,4,1655,3.6,Hotel
7510,164,0,0% no offer,2017,11,0,0,1,1,London,2.3,3,2.7,United Kingdom,London,140,City centre,Wimbledon Park Underground Station,Kensington,2.5,263,4.2,Hotel
7511,103,1,15-50% offer,2017,11,0,0,1,1,London,3.5,3,2.7,United Kingdom,London,125,City centre,Wimbledon Park Underground Station,Kensington,2,350,4.4,Hotel
7513,198,1,15-50% offer,2017,11,0,0,1,0,London,3.5,4,3.5,United Kingdom,London,417,City centre,Wimbledon Park Underground Station,Kensington,3.5,2656,4.3,Hotel
7515,197,1,15-50% offer,2017,11,0,0,1,0,London,2.6,4,3.9,United Kingdom,London,2526,City centre,Wimbledon Park Underground Station,Kensington,4,4616,4.1,Hotel
7516,199,1,15-50% offer,2017,11,0,0,1,0,London,2.4,4,3.9,United Kingdom,London,127,City centre,Wimbledon Park Underground Station,Kensington,3.5,775,4.3,Hotel
7518,94,1,15-50% offer,2017,11,0,0,1,1,London,3.2,3,2.2,United Kingdom,London,249,City centre,Wimbledon Park Underground Station,Kensington,2,445,4,Hotel
7519,118,1,15-50% offer,2017,11,0,0,1,0,London,3.4,3,3.7,United Kingdom,London,717,City centre,Wimbledon Park Underground Station,Kensington,3.5,4501,3.6,Hotel
7522,159,0,0% no offer,2017,11,0,0,1,0,London,2.5,3,3.9,United Kingdom,London,106,City centre,Wimbledon Park Underground Station,Kensington,3.5,809,4.3,Hotel
